id,fuente,producto_id,sku_id,nombre,marca,precio_ars,precio_lista,disponible,volumen_ml,precio_por_ml,categoria_raw,tipo_producto,linea_tipo,tipo_cabello,url,es_combo
179,Jumbo,401190,398528,Shampoo Pro-v Miracles Detox Limpia y Purifica 750 Ml Pantene,Pantene,17600.0,1454545.0,True,750.0,23.4667,> Perfumería > Cuidado Capilar > Shampoo >,shampoo,profesional,general,https://www.jumbo.com.ar/shampoo-pro-v-miracles-detox-limpia-purifica-750-ml-pantene/p,False
180,Jumbo,401186,398524,Shampoo Pro-v Miracles Equilibrio Raíz y Puntas 400 Ml Pantene,Pantene,10750.0,888430.0,True,400.0,26.875,> Perfumería > Cuidado Capilar > Shampoo >,shampoo,profesional,general,https://www.jumbo.com.ar/shampoo-pro-v-miracles-detox-equilibrio-400-ml-pantene/p,False
181,Jumbo,412300,408002,Shampoo Aloe Hidra Clean para Cabello Deshidratado 350 Ml Fructis,Fructis,5900.0,487603.0,True,350.0,16.8571,> Perfumería > Cuidado Capilar > Shampoo >,shampoo,estandar,seco_danado,https://www.jumbo.com.ar/shampoo-fructis-aloe-hidra-clean-200ml/p,False
182,Jumbo,407561,403750,Shampoo Elvive 2 En 1 Reparación Total 5 Keratin 400 Ml,Elvive,11123.0,919256.0,True,400.0,27.8075,> Perfumería > Cuidado Capilar > Shampoo >,shampoo,profesional,general,https://www.jumbo.com.ar/shampoo-elvive-2-en-1-reparacion-total-5-keratin-400-ml/p,False
183,Jumbo,401195,398533,Shampoo Pro-v Miracles Detox Limpia-purifica 400 Ml Pantene,Pantene,10750.0,888430.0,True,400.0,26.875,> Perfumería > Cuidado Capilar > Shampoo >,shampoo,profesional,general,https://www.jumbo.com.ar/shampoo-pro-v-miracles-detox-limpia-purifica-400-ml-pantene/p,False
184,Jumbo,310203,309441,Shampoo Anti-Caspa Hidratación Aceite de Coco 375 Ml Head y Shoulders,Head & Shoulders,12900.0,1066116.0,True,375.0,34.4,> Perfumería > Cuidado Capilar > Shampoo >,shampoo,estandar,anticaspa,https://www.jumbo.com.ar/shampoo-coconut-375-ml-head-shoulders-2/p,False
185,Jumbo,275424,274720,Shampoo 3 En 1 180 Ml Head & Shoulders,Head & Shoulders,7800.0,644628.0,True,180.0,43.3333,> Perfumería > Cuidado Capilar > Shampoo >,shampoo,estandar,general,https://www.jumbo.com.ar/shampoo-3-en-1-180-ml-head-shoulders-2/p,False
186,Jumbo,275420,274716,Shampoo Anti-Caspa Old Spice 180 Ml Head y Shoulders,Head & Shoulders,7800.0,644628.0,True,180.0,43.3333,> Perfumería > Cuidado Capilar > Shampoo >,shampoo,estandar,anticaspa,https://www.jumbo.com.ar/shampoo-old-spice-180-ml-head-shoulders-2/p,False
187,Jumbo,3074195,3073691,Shampoo Hair Food Anti-quiebre Ananá 300 Ml Fructis,Fructis,12050.0,995868.0,True,300.0,40.1667,> Perfumería > Cuidado Capilar > Shampoo >,shampoo,estandar,general,https://www.jumbo.com.ar/shampoo-fructis-pina-300ml/p,False
188,Jumbo,414731,410432,Shampoo Para Bebé Cabello Claro 750 Ml Johnson Baby,Johnson's,20850.0,1723141.0,True,750.0,27.8,> Mundo Bebe > Higiene para el Bebe > Higiene del Bebé >,shampoo,estandar,bebe,https://www.jumbo.com.ar/shampoo-para-bebe-cabello-claro-750-ml-johnson-baby/p,False
189,Jumbo,346825,345500,Shampoo Nutrición Intensa Oleo Extraordinario Coco 750 Ml Elvive,Elvive,19400.0,1603306.0,True,750.0,25.8667,> Perfumería > Cuidado Capilar > Shampoo >,shampoo,profesional,general,https://www.jumbo.com.ar/shampoo-elvive-oleo-extraordinario-coco-750-ml/p,False
190,Jumbo,3073296,3072801,Shampoo Nutrición Profunda para Cabello Seco 350 Ml Bagovit,Bagovit,9800.0,809917.0,True,350.0,28.0,> Perfumería > Cuidado Capilar > Shampoo >,shampoo,estandar,seco_danado,https://www.jumbo.com.ar/shampoo-nutricion-profunda-x-350-ml-bagovit/p,False
191,Jumbo,394821,392820,Shampoo Pantene Pro-v Miracles Hidrata Y Fortalece 400 Ml,Pantene,10750.0,888430.0,True,400.0,26.875,> Perfumería > Cuidado Capilar > Shampoo >,shampoo,profesional,seco_danado,https://www.jumbo.com.ar/shampoo-pantene-pro-v-miracles-hidrata-y-fortalece-400-ml/p,False
192,Jumbo,394213,392219,Shampoo Óleo Nutrición para Cabello Seco 200 Ml Dove,Dove,6000.0,495868.0,True,200.0,30.0,> Perfumería > Cuidado Capilar > Shampoo >,shampoo,estandar,seco_danado,https://www.jumbo.com.ar/shampoo-dove-oleo-nutricion-200-ml/p,False
193,Jumbo,334661,333783,Shampoo Anti Caspa Crece Fuerte desde la Raíz 375 Ml Head y Shoulders,Head & Shoulders,12900.0,1066116.0,True,375.0,34.4,> Perfumería > Cuidado Capilar > Shampoo >,shampoo,estandar,anticaspa,https://www.jumbo.com.ar/shampoo-crece-fuerte-desde-la-raiz-375-ml-head-shoulders/p,False
194,Jumbo,414737,410438,Shampoo para Bebé Cabello Claro Manzanilla 400 Ml Johnson Baby,Johnson's,12300.0,1016529.0,True,400.0,30.75,> Mundo Bebe > Higiene para el Bebe > Higiene del Bebé >,shampoo,estandar,bebe,https://www.jumbo.com.ar/shampoo-para-bebe-cabello-claro-400-ml-johnson-baby/p,False
195,Jumbo,414732,410433,Shampoo Para Bebé Cabello Claro 200 Ml Johnson Baby,Johnson's,7400.0,611570.0,True,200.0,37.0,> Mundo Bebe > Higiene para el Bebe > Higiene del Bebé >,shampoo,estandar,bebe,https://www.jumbo.com.ar/shampoo-para-bebe-cabello-claro-200-ml-johnson-baby/p,False
196,Jumbo,3073295,3072800,Shampoo Color Radiante para Cabello Tinturado 350 Ml Bagovit,Bagovit,9800.0,809917.0,True,350.0,28.0,> Perfumería > Cuidado Capilar > Shampoo >,shampoo,estandar,tratado,https://www.jumbo.com.ar/shampoo-color-radiante-x-350-ml-bagovit/p,False
197,Jumbo,410392,406398,Shampoo Aclarante y Anticaída con Jalea Real y Manzanilla 400 Ml Tio Nacho,Tio Nacho,8100.0,669421.0,True,400.0,20.25,> Perfumería > Cuidado Capilar > Shampoo >,shampoo,estandar,general,https://www.jumbo.com.ar/sshampoo-aclarante-doypack-400-ml-tio-nacho/p,False
198,Jumbo,401196,398534,Shampoo Pro-v Miracles Detox Equilibrio 200 Ml Pantene,Pantene,6500.0,537190.0,True,200.0,32.5,> Perfumería > Cuidado Capilar > Shampoo >,shampoo,profesional,general,https://www.jumbo.com.ar/shampoo-pro-v-miracles-detox-equilibrio-200-ml-pantene-2/p,False
199,Jumbo,414725,410426,Acondicionador Baby Hidratacion Intensa 200 Ml Johnson's,Johnson's,6700.0,553719.0,True,200.0,33.5,> Mundo Bebe > Higiene para el Bebe > Higiene del Bebé >,acondicionador,estandar,seco_danado,https://www.jumbo.com.ar/acondicionador-baby-hidratacion-intensa-200-ml-johnson-s/p,False
200,Jumbo,17290,14416,Spray Para Peinar Niños Gotas De Brillo  200 Ml Johnson Baby,Johnson's,7450.0,615702.0,True,200.0,37.25,> Mundo Bebe > Higiene para el Bebe > Higiene del Bebé >,shampoo,estandar,bebe,https://www.jumbo.com.ar/spray-para-peinar-ninos-gotas-de-brillo-200-ml-johnson-baby/p,False
201,Jumbo,414728,410429,Acondicionador Para Bebé Original 400 Ml Johnson´s,Johnson's,12300.0,1016529.0,True,400.0,30.75,> Mundo Bebe > Higiene para el Bebe > Higiene del Bebé >,acondicionador,estandar,bebe,https://www.jumbo.com.ar/acondicionador-para-bebe-original-400-ml-johnson-s/p,False
202,Jumbo,414730,410431,Acondicionador Para Bebé Cabello Claro 200 Ml Johnson´s,Johnson's,7400.0,611570.0,True,200.0,37.0,> Mundo Bebe > Higiene para el Bebe > Higiene del Bebé >,acondicionador,estandar,bebe,https://www.jumbo.com.ar/acondicionador-para-bebe-cabello-claro-200-ml-johnson-s/p,False
203,Jumbo,393568,391596,Acondicionador Dove Ritual De Reparación Coco 200 Ml,Dove,6000.0,495868.0,True,200.0,30.0,> Perfumería > Cuidado Capilar > Acondicionador >,acondicionador,estandar,general,https://www.jumbo.com.ar/acondicionador-dove-ritual-de-reparacion-coco-200-ml/p,False
204,Jumbo,415583,411167,Sahmpoo Pro-v Miracles Volumen 400 Ml Pantene,Pantene,10750.0,888430.0,True,400.0,26.875,> Perfumería > Cuidado Capilar > Shampoo >,shampoo,profesional,general,https://www.jumbo.com.ar/sahmpoo-pro-v-miracles-volumen-400-ml-pantene-2/p,False
205,Jumbo,400523,397861,Mascarilla Elvive Hidra Hialuronico 300 Gr Mascarilla Elvive Hialuronico 300g,Elvive,12050.0,995868.0,True,300.0,40.1667,> Perfumería > Cuidado Capilar > Shampoo >,tratamiento,profesional,general,https://www.jumbo.com.ar/mascarilla-elvive-hialuronico-300g/p,False
206,Jumbo,25406,22566,Acondicionador Diario Pro-v Hidratación Extrema 170 Ml Pantene,Pantene,10000.0,826446.0,True,170.0,58.8235,> Perfumería > Cuidado Capilar > Acondicionador >,acondicionador,profesional,seco_danado,https://www.jumbo.com.ar/acondicionador-diario-pro-v-hidratacion-extrema-170-ml-pantene/p,False
207,Jumbo,3087374,3086595,Acondicionador Dove Reconstaminoacido 650ml,Dove,16700.0,1380165.0,True,650.0,25.6923,> Perfumería > Cuidado Capilar > Acondicionador >,acondicionador,estandar,general,https://www.jumbo.com.ar/acondicionador-dove-reconstaminoacido-650ml/p,False
208,Jumbo,3087382,3086603,Acondicionador Dove Regeneracionretinol 650ml,Dove,16700.0,1380165.0,True,650.0,25.6923,> Perfumería > Cuidado Capilar > Acondicionador >,acondicionador,estandar,general,https://www.jumbo.com.ar/acondicionador-dove-regeneracionretinol-650ml/p,False
209,Jumbo,411246,407086,Acondicionador Dove Hidratacion 400 Ml,Dove,9150.0,756198.0,True,400.0,22.875,> Perfumería > Cuidado Capilar > Acondicionador >,acondicionador,estandar,seco_danado,https://www.jumbo.com.ar/acondicionador-dove-hidratacion-400-ml/p,False
210,Jumbo,396962,394718,Acondicionador Restauración 970 Ml Plusbelle,Plusbelle,6350.0,524793.0,True,970.0,6.5464,> Perfumería > Cuidado Capilar > Acondicionador >,acondicionador,estandar,general,https://www.jumbo.com.ar/acondicionador-esencia-restauracion-970-ml-plusbelle/p,False
211,Jumbo,251373,250674,Acondicionador Herbal Essences Coconut 400ml,Herbal Essences,16800.0,1388430.0,True,400.0,42.0,> Perfumería > Cuidado Capilar > Acondicionador >,acondicionador,estandar,general,https://www.jumbo.com.ar/acondicionador-herbal-essences-coconut-400ml/p,False
212,Jumbo,3068263,3068091,Acondicionador Probiotics 200 Ml Fructis,Fructis,5900.0,487603.0,True,200.0,29.5,> Perfumería > Cuidado Capilar > Acondicionador >,acondicionador,estandar,general,https://www.jumbo.com.ar/acondicionador-probiotics-x-200-ml-fructis-2/p,False
213,Jumbo,394353,392359,Acondicionador Ceramidas 190 Ml Sedal,Sedal,3900.0,322314.0,True,190.0,20.5263,> Perfumería > Cuidado Capilar > Acondicionador >,acondicionador,estandar,general,https://www.jumbo.com.ar/acondicionador-ceramidas-190-ml-sedal/p,False
214,Jumbo,251370,250672,Acondicionador Herbal Essences Argan400ml,Herbal Essences,16800.0,1388430.0,True,400.0,42.0,> Perfumería > Cuidado Capilar > Acondicionador >,acondicionador,estandar,general,https://www.jumbo.com.ar/acondicionador-herbal-essences-argan400ml/p,False
215,Jumbo,3070282,3069875,Acondicionador Keratina Antifrizz 500 Ml Tresemmé,Tresemmé,10700.0,884298.0,True,500.0,21.4,> Perfumería > Cuidado Capilar > Acondicionador >,acondicionador,estandar,tratado,https://www.jumbo.com.ar/acondicionador-keratina-antifrizz-x-500-ml-tresemme-2/p,False
216,Jumbo,393559,391587,Acondicionador Dove óleo Nutrición 400 Ml,Dove,9150.0,756198.0,True,400.0,22.875,> Perfumería > Cuidado Capilar > Acondicionador >,acondicionador,estandar,general,https://www.jumbo.com.ar/acondicionador-dove-oleo-nutricion-400-ml-3/p,False
217,Jumbo,3070159,3069766,Acondicionador Keratina X 510 Ml Pantene,Pantene,16400.0,1355372.0,True,510.0,32.1569,> Perfumería > Cuidado Capilar > Acondicionador >,acondicionador,estandar,tratado,https://www.jumbo.com.ar/acondicionador-keratina-x-510-ml-pantene/p,False
218,Jumbo,3070158,3069763,Acondicionador Colágeno Hidratación 510 Ml Pantene,Pantene,16400.0,1355372.0,True,510.0,32.1569,> Perfumería > Cuidado Capilar > Acondicionador >,acondicionador,estandar,seco_danado,https://www.jumbo.com.ar/acondicionador-colageno-x-510-ml-pantene-2/p,False
219,Jumbo,3066238,3066154,Acondicionador Luminous UV 650 Ml Sedal,Sedal,9400.0,776860.0,True,650.0,14.4615,> Perfumería > Cuidado Capilar > Acondicionador >,acondicionador,estandar,general,https://www.jumbo.com.ar/acondicionador-luminous-uv-x-650-ml-sedal-2/p,False
220,Jumbo,401188,398526,Acondicionador Hidratante Equilibrio 700 Ml Pantene,Pantene,17250.0,1425620.0,True,700.0,24.6429,> Perfumería > Cuidado Capilar > Acondicionador >,acondicionador,estandar,seco_danado,https://www.jumbo.com.ar/acondicionador-hidratante-equilibrio-700-ml-pantene/p,False
221,Jumbo,397929,395664,Acondicionador Crema Balance 340 Ml Sedal,Sedal,5450.0,450413.0,True,340.0,16.0294,> Perfumería > Cuidado Capilar > Acondicionador >,acondicionador,estandar,general,https://www.jumbo.com.ar/acondicionador-crema-balance-340-ml-sedal/p,False
222,Jumbo,397197,394938,Acondicionador Goodbye Daños 350 Ml Fructis,Fructis,8450.0,698347.0,True,350.0,24.1429,> Perfumería > Cuidado Capilar > Acondicionador >,acondicionador,estandar,general,https://www.jumbo.com.ar/enjuague-cabello-danado-goodbye-danos-x350-fructis-garnier/p,False
223,Jumbo,393381,391409,Acondicionador Rizos Definidos 340 Ml Sedal,Sedal,5450.0,450413.0,True,340.0,16.0294,> Perfumería > Cuidado Capilar > Acondicionador >,acondicionador,estandar,rizado,https://www.jumbo.com.ar/acondicionador-rizos-definidos-340-ml-sedal/p,False
224,Jumbo,339398,338089,Acondicionador Recarga Nutritiva 650 Ml Fructis,Fructis,12950.0,1070248.0,True,650.0,19.9231,> Perfumería > Cuidado Capilar > Acondicionador >,acondicionador,estandar,general,https://www.jumbo.com.ar/acondicionador-recarga-nutritiva-650-ml-fructis/p,False
225,Jumbo,3065222,3065221,Acondicionador Liso Infinito 700 Ml Pantene,Pantene,17250.0,1425620.0,True,700.0,24.6429,> Perfumería > Cuidado Capilar > Acondicionador >,acondicionador,estandar,general,https://www.jumbo.com.ar/acondicionador-pro-v-miracles-liso-finito-700-ml-pantene-2/p,False
226,Jumbo,396960,394716,Acondicionador Largo Saludable 970 Ml Plusbelle,Plusbelle,6350.0,524793.0,True,970.0,6.5464,> Perfumería > Cuidado Capilar > Acondicionador >,acondicionador,estandar,general,https://www.jumbo.com.ar/acondicionador-largo-saludable-970-ml-plusbelle/p,False
227,Jumbo,393577,391605,Acondicionador Reconstrucción Completa 200 Ml Dove,Dove,6000.0,495868.0,True,200.0,30.0,> Perfumería > Cuidado Capilar > Acondicionador >,acondicionador,estandar,general,https://www.jumbo.com.ar/acondicionador-dove-reconstruccion-completa-200-ml-2/p,False
228,Jumbo,412481,408090,Acondicionador Liso Coco 200 Ml Fructis,Fructis,5900.0,487603.0,True,200.0,29.5,> Perfumería > Cuidado Capilar > Acondicionador >,acondicionador,estandar,general,https://www.jumbo.com.ar/acondicionador-fructis-liso-coco-200ml-2/p,False
229,Jumbo,3066243,3066159,Acondicionador Luminous UV 190 Ml Sedal,Sedal,3900.0,322314.0,True,190.0,20.5263,> Perfumería > Cuidado Capilar > Acondicionador >,acondicionador,estandar,general,https://www.jumbo.com.ar/acondicionador-luminous-uv-x-190-ml-sedal-2/p,False
230,Jumbo,397907,395642,Acondicionador Restauracion Instantanea 650 Ml Sedal,Sedal,9350.0,772727.0,True,650.0,14.3846,> Perfumería > Cuidado Capilar > Acondicionador >,acondicionador,estandar,general,https://www.jumbo.com.ar/acondicionador-restauracion-instantanea-650-ml-sedal/p,False
231,Jumbo,413326,409131,Acondicionador Cauterización Reparadora 250 Ml Tresemmé,Tresemmé,6200.0,512397.0,True,250.0,24.8,> Perfumería > Cuidado Capilar > Acondicionador >,acondicionador,estandar,general,https://www.jumbo.com.ar/acondicionador-tresemme-cauterizacion-reparadora-250-ml/p,False
232,Jumbo,397925,395660,Acondicionador Crema Balance 650 Ml Sedal,Sedal,9350.0,772727.0,True,650.0,14.3846,> Perfumería > Cuidado Capilar > Acondicionador >,acondicionador,estandar,general,https://www.jumbo.com.ar/acondicionador-sedal-crema-balance-650-ml-3/p,False
233,Jumbo,393378,391406,Acondicionador Crema Balance 190 Ml Sedal,Sedal,3900.0,322314.0,True,190.0,20.5263,> Perfumería > Cuidado Capilar > Acondicionador >,acondicionador,estandar,general,https://www.jumbo.com.ar/acondicionador-crema-balance-190-ml-sedal/p,False
234,Jumbo,393569,391597,Acondicionador Dove Reconstrucción Completa 400 Ml,Dove,9150.0,756198.0,True,400.0,22.875,> Perfumería > Cuidado Capilar > Acondicionador >,acondicionador,estandar,general,https://www.jumbo.com.ar/acondicionador-dove-reconstruccion-completa-400-ml-3/p,False
235,Jumbo,400612,397950,Acondicionador Hidra Hialurónico 400 Ml Elvive,Elvive,12050.0,995868.0,True,400.0,30.125,> Perfumería > Cuidado Capilar > Acondicionador >,acondicionador,profesional,general,https://www.jumbo.com.ar/acondicionador-elvive-loreal-paris-hidra-hialuronico-400-ml/p,False
236,Jumbo,407565,403754,Acondicionador Elvive Reparación Total 400 Ml,Elvive,12050.0,995868.0,True,400.0,30.125,> Perfumería > Cuidado Capilar > Acondicionador >,acondicionador,profesional,general,https://www.jumbo.com.ar/acondicionador-elvive-reparacion-total-400-ml/p,False
237,Jumbo,397623,395356,Acondicionador Hialurónico Pure 400 Ml Elvive,Elvive,12050.0,995868.0,True,400.0,30.125,> Perfumería > Cuidado Capilar > Acondicionador >,acondicionador,profesional,general,https://www.jumbo.com.ar/acondicionador-elvive-hialuronico-pure-400-ml/p,False
238,Jumbo,3078384,3077728,Acondicionador Dove Bond Uv Repair 250ml,Dove,9450.0,780992.0,True,250.0,37.8,> Perfumería > Cuidado Capilar > Acondicionador >,acondicionador,profesional,general,https://www.jumbo.com.ar/acondicionador-dove-bond-uv-repair-250ml/p,False
239,Jumbo,411255,407095,Acondicionador Prebioticos Biotina 650 Ml Sedal,Sedal,9350.0,772727.0,True,650.0,14.3846,> Perfumería > Cuidado Capilar > Acondicionador >,acondicionador,estandar,general,https://www.jumbo.com.ar/acondicionador-prebioticos-biotina-650-ml-sedal/p,False
240,Jumbo,411254,407094,Acondicionador Prebióticos Biotina 340 Ml Sedal,Sedal,5600.0,462810.0,True,340.0,16.4706,> Perfumería > Cuidado Capilar > Acondicionador >,acondicionador,estandar,general,https://www.jumbo.com.ar/acondicionador-prebioticos-biotina-340-ml-sedal/p,False
241,Jumbo,397629,395362,Acondicionador Elvive Hialuronico Pure 200 Ml,Elvive,7450.0,615702.0,True,200.0,37.25,> Perfumería > Cuidado Capilar > Acondicionador >,acondicionador,profesional,general,https://www.jumbo.com.ar/acondicionador-elvive-hialuronico-pure-200-ml/p,False
242,Jumbo,3079031,3078355,Acondicionador Herbal Essences Rosa Mosqueta 240ml,Herbal Essences,13100.0,1082645.0,True,240.0,54.5833,> Perfumería > Cuidado Capilar > Acondicionador >,acondicionador,estandar,general,https://www.jumbo.com.ar/acondicionador-herbal-essences-rosa-mosqueta-240ml/p,False
243,Jumbo,413356,409215,Acondicionador Keratina Antifrizz 250 Ml Tresemmé,Tresemmé,6200.0,512397.0,True,250.0,24.8,> Perfumería > Cuidado Capilar > Acondicionador >,acondicionador,estandar,tratado,https://www.jumbo.com.ar/acondicionador-keratina-antifrizz-x-250-ml-tresemme/p,False
244,Jumbo,397908,395643,Acondicionador Restauración Instantánea 340 Ml Sedal,Sedal,5450.0,450413.0,True,340.0,16.0294,> Perfumería > Cuidado Capilar > Acondicionador >,acondicionador,estandar,general,https://www.jumbo.com.ar/acondicionador-restauracion-instantanea-340-ml-sedal/p,False
245,Jumbo,416917,412461,Acondicionador Rizos Definidos 190 Ml Sedal,Sedal,3900.0,322314.0,True,190.0,20.5263,> Perfumería > Cuidado Capilar > Acondicionador >,acondicionador,estandar,rizado,https://www.jumbo.com.ar/acondicioandor-rizos-definidos-190-ml-sedal/p,False
246,Jumbo,393565,391593,Acondicionador Dove Regeneración Extrema 400 Ml,Dove,9150.0,756198.0,True,400.0,22.875,> Perfumería > Cuidado Capilar > Acondicionador >,acondicionador,estandar,general,https://www.jumbo.com.ar/acondicionador-dove-regeneracion-extrema-400-ml-3/p,False
247,Jumbo,3070281,3069874,Acondicionador Detox Capilar 500 Ml Tresemmé,Tresemmé,10700.0,884298.0,True,500.0,21.4,> Perfumería > Cuidado Capilar > Acondicionador >,acondicionador,estandar,general,https://www.jumbo.com.ar/acondicionador-detox-capilar-x-500-ml-tresemme-2/p,False
248,Jumbo,3070278,3069871,Acondicionador Cauterización Reparadora 500 Ml Tresemmé,Tresemmé,10700.0,884298.0,True,500.0,21.4,> Perfumería > Cuidado Capilar > Acondicionador >,acondicionador,estandar,general,https://www.jumbo.com.ar/acondicionador-cauterizacion-reparadora-x-500-ml-tresemme/p,False
249,Jumbo,3066239,3066155,Acondicionador Luminous UV 340 Ml Sedal,Sedal,5457.0,450992.0,True,340.0,16.05,> Perfumería > Cuidado Capilar > Acondicionador >,acondicionador,estandar,general,https://www.jumbo.com.ar/acondicionador-luminous-uv-x-340-ml-sedal-2/p,False
250,Jumbo,415569,411153,Acondicionador Liso Infinito 400 Ml Pantene,Pantene,10300.0,851240.0,True,400.0,25.75,> Perfumería > Cuidado Capilar > Acondicionador >,acondicionador,estandar,general,https://www.jumbo.com.ar/acondicionador-pro-v-miracles-liso-infinito-400-ml-pantene/p,False
251,Jumbo,400517,397855,Acondicionador Hidra Hialurónico 200 Ml Elvive,Elvive,7250.0,599174.0,True,200.0,36.25,> Perfumería > Cuidado Capilar > Acondicionador >,acondicionador,profesional,general,https://www.jumbo.com.ar/acodicionador-elvive-hidra-hialuronico-200-ml/p,False
252,Jumbo,397916,395651,Acondicionador Liso Perfecto 340 Ml Sedal,Sedal,5450.0,450413.0,True,340.0,16.0294,> Perfumería > Cuidado Capilar > Acondicionador >,acondicionador,estandar,general,https://www.jumbo.com.ar/acondicionador-liso-perfecto-340-ml-sedal/p,False
253,Jumbo,416913,412457,Acondicionador Elvive Extraordinario Rizos 400 Ml,Elvive,11550.0,954545.0,True,400.0,28.875,> Perfumería > Cuidado Capilar > Acondicionador >,acondicionador,profesional,rizado,https://www.jumbo.com.ar/acondicionador-elvive-extraordinario-rizos-400-ml/p,False
254,Jumbo,397911,395646,Acondicionador Sedal Ceramidas Botella 650 Ml,Sedal,8850.0,731405.0,True,650.0,13.6154,> Perfumería > Cuidado Capilar > Acondicionador >,acondicionador,estandar,general,https://www.jumbo.com.ar/acondicionador-sedal-ceramidas-botella-650-ml-2/p,False
255,Jumbo,397159,394900,Acondicionador Sedal Ceramidas Botella 340 Ml,Sedal,5450.0,450413.0,True,340.0,16.0294,> Perfumería > Cuidado Capilar > Acondicionador >,acondicionador,estandar,general,https://www.jumbo.com.ar/acondicionador-sedal-ceramidas-botella-340-ml-2/p,False
256,Jumbo,407572,403761,Acondicionador Reparación Total Extreme 400 Ml Elvive,Elvive,12050.0,995868.0,True,400.0,30.125,> Perfumería > Cuidado Capilar > Acondicionador >,acondicionador,profesional,general,https://www.jumbo.com.ar/acondicionador-elvive-reparacion-total-extreme-400-ml/p,False
257,Jumbo,394816,392815,Acondicionador Hidrata y Fortalece 400 Ml Pantene,Pantene,10300.0,851240.0,True,400.0,25.75,> Perfumería > Cuidado Capilar > Acondicionador >,acondicionador,estandar,seco_danado,https://www.jumbo.com.ar/acondicionador-pantene-hidrata-y-fortalece-400-ml/p,False
258,Jumbo,393746,391774,Acondicionador Óleo Extraordinario Nutrición 400 Ml Elvive,Elvive,12050.0,995868.0,True,400.0,30.125,> Perfumería > Cuidado Capilar > Acondicionador >,acondicionador,profesional,general,https://www.jumbo.com.ar/acondicionador-elvive-loreal-oleo-extraordinario-nutricion-400-ml/p,False
259,Jumbo,349498,348158,Acondicionador Brillo Ceramidas Perladas 1000 Ml Plusbelle,Plusbelle,5650.0,466942.0,True,1000.0,5.65,> Perfumería > Cuidado Capilar > Acondicionador >,acondicionador,estandar,general,https://www.jumbo.com.ar/acondicionador-brillo-1000-ml-plusbelle/p,False
260,Jumbo,409856,405942,Acondicionador Hidratación Intensa Esencia 970 Ml Plusbelle,Plusbelle,6350.0,524793.0,True,970.0,6.5464,> Perfumería > Cuidado Capilar > Acondicionador >,acondicionador,estandar,seco_danado,https://www.jumbo.com.ar/acondicionador-esencia-970-ml-plusbelle/p,False
261,Jumbo,332408,331565,Acondicionador Kids Ph Balanceado 350 Ml Plusbelle,Plusbelle,4650.0,384298.0,True,350.0,13.2857,> Mundo Bebe > Higiene para el Bebe > Higiene del Bebé >,acondicionador,estandar,bebe,https://www.jumbo.com.ar/acondicionador-kids-ph-balanceado-350-ml-plusbelle/p,False
262,Jumbo,3086921,3086145,Acondicionador Aclarante Manzanilla 415 Ml Tío Nacho,Suave,11350.0,938017.0,True,415.0,27.3494,> Perfumería > Cuidado Capilar > Acondicionador >,acondicionador,estandar,general,https://www.jumbo.com.ar/acondicionador-tio-nacho-aclarante-v2-415-ml-2/p,False
263,Jumbo,298538,297767,Acondicionador Para Perro Pets Class X500cm3,Pet' S Class,7900.0,652893.0,True,,,> Mascotas > Accesorios para Mascotas >,acondicionador,estandar,general,https://www.jumbo.com.ar/acondicionador-para-perro-pets-class-x500cm3/p,False
264,Jumbo,29576,26738,Acondicionador Keratina Hair Therapy 350 Ml Capilatis,Capilatis,9550.0,789256.0,True,350.0,27.2857,> Perfumería > Cuidado Capilar > Acondicionador >,acondicionador,estandar,tratado,https://www.jumbo.com.ar/acondicionador-keratina-hair-therapy-350-ml-capilatis/p,False
265,Jumbo,413330,409135,Acondicionador Tresemme Liso Efecto Botox 250 Ml,Tresemmé,6150.0,508264.0,True,250.0,24.6,> Perfumería > Cuidado Capilar > Acondicionador >,acondicionador,estandar,general,https://www.jumbo.com.ar/acondicionador-tresemme-liso-efecto-botox-250-ml/p,False
266,Jumbo,332409,331566,Acondicionador Kids Protección Natural 350 Ml Plusbelle,Plusbelle,4650.0,384298.0,True,350.0,13.2857,> Mundo Bebe > Higiene para el Bebe > Higiene del Bebé >,acondicionador,estandar,bebe,https://www.jumbo.com.ar/acondicionador-kids-proteccion-natural-350-ml-plusbelle/p,False
267,Jumbo,1363724,1362814,Acondicionador Bond Intense Repair 250 Ml Dove,Dove,9300.0,768595.0,True,250.0,37.2,> Perfumería > Cuidado Capilar > Acondicionador >,acondicionador,profesional,general,https://www.jumbo.com.ar/acondicionador-dove-bond-intense-repair-250-ml-2/p,False
268,Jumbo,414735,410436,Acondicionador Kids Gotas de Brillo 200 Ml Johnson's,Johnson's,5900.0,487603.0,True,200.0,29.5,> Mundo Bebe > Higiene para el Bebe > Higiene del Bebé >,acondicionador,estandar,bebe,https://www.jumbo.com.ar/acondicionador-para-ninos-gotas-de-brillo-200-ml-johnson-s/p,False
269,Jumbo,407574,403763,Acondicionador Reparación Total Extreme 750 Ml Elvive,Elvive,18600.0,1537190.0,True,750.0,24.8,> Perfumería > Cuidado Capilar > Acondicionador >,acondicionador,profesional,general,https://www.jumbo.com.ar/acondicionador-elvive-rt5-extreme-750ml-3/p,False
