fuente,producto_id,sku_id,nombre,marca,precio_ars,precio_lista,disponible,volumen_ml,precio_por_ml,categoria_raw,tipo_producto,linea_tipo,tipo_cabello,url
Farmacity,204195,204195,Acondicionador Ayurvédico Sri Sri Tattva Coco x 100 g,Sri Sri Tattva,11799.0,11799.0,True,100.0,117.99,> Cuidado Capilar > Shampoo Y Acondicionador >,acondicionador,estandar,general,https://www.farmacity.com/acondicionador-ayurvedico-hidratante-sri-sri-tattva-coco-y-almendras-x-100-g/p
Farmacity,156320,156320,Acondicionador Sedal Crema Balance Toque Seda x 340 ml,Sedal,5836.0,5836.0,True,340.0,17.1647,> Cuidado Capilar > Shampoo Y Acondicionador >,acondicionador,estandar,general,https://www.farmacity.com/acondicionador-sedal-crema-balance-x-340-ml/p
Farmacity,8867,156325,Acondicionador Sedal Liso Perfecto x 340 ml,Sedal,5836.0,5836.0,True,340.0,17.1647,> Cuidado Capilar > Shampoo Y Acondicionador >,acondicionador,estandar,general,https://www.farmacity.com/acondiciondor-liso-perfecto-x-340-ml/p
Farmacity,244692,244692,Acondicionador Elvive Dream Liso x 200 ml,Elvive,7490.0,7490.0,True,200.0,37.45,> Cuidado Capilar > Shampoo Y Acondicionador >,acondicionador,profesional,general,https://www.farmacity.com/acondicionador-elvive-dream-liso-x-200-ml/p
Farmacity,238885,238885,Acondicionador Revitalización Pro-V Miracles x 400 ml,Pantene,6137.0,10228.0,True,400.0,15.3425,> Cuidado Capilar > Shampoo Y Acondicionador >,acondicionador,profesional,general,https://www.farmacity.com/acondicionador-pantene-pro-v-miracles-revitalizacion-x-400-ml/p
Farmacity,238878,238878,Acondicionador Pantene Pro-V Miracles Liso Infinito x 750 ml,Pantene,16733.0,16733.0,True,750.0,22.3107,> Cuidado Capilar > Shampoo Y Acondicionador >,acondicionador,profesional,general,https://www.farmacity.com/acondicionador-pantene-pro-v-miracles-liso-infinito-x-750-ml/p
Farmacity,235659,235659,Acondicionador Pantene Pro-V Miracles Equilibrio Hidratante 700 ml,Pantene,10040.0,16733.0,True,700.0,14.3429,> Cuidado Capilar > Shampoo Y Acondicionador >,acondicionador,profesional,seco_danado,https://www.farmacity.com/acondicionador-pantene-pro-v-miracles-equilibrio-x-700-ml/p
Farmacity,234382,234382,Acondicionador Elvive Hialurónico Pure x 750 ml,Elvive,17990.0,17990.0,True,750.0,23.9867,> Cuidado Capilar > Shampoo Y Acondicionador >,acondicionador,profesional,general,https://www.farmacity.com/acondicionador-elvive-hialuronico-pure-x-750-ml/p
Farmacity,230618,230618,Acondicionador Tresemmé Matrizador Ultravioleta x 500 ml,Tresemmé,6574.0,10114.0,True,500.0,13.148,> Cuidado Capilar > Shampoo Y Acondicionador >,acondicionador,estandar,rizado,https://www.farmacity.com/acondicionador-tresemme-matrizador-ultravioleta-x-500-ml/p
Farmacity,133691,133691,Proavenal Avena+Asoc. Acondicionador x 300 ml,Panalab,36644.0,36644.0,True,300.0,122.1467,> Venta Bajo Receta > Dermatológico >,acondicionador,estandar,general,https://www.farmacity.com/proavenal-avena-asoc-acondicionador-x-300-ml/p
Farmacity,6717,147618,Spray Acondicionador Biferdil Vitaminado x 200 ml,Biferdil,13176.0,13176.0,True,200.0,65.88,> Cuidado Capilar > Shampoo Y Acondicionador >,acondicionador,estandar,general,https://www.farmacity.com/spray-acondicionador-vitaminado-s-enjuague-x-200ml/p
Farmacity,237565,237565,Valcatil Complex Aminoacidos + Asoc Acondicionador x 300 ml,Panalab,58812.0,58812.0,True,300.0,196.04,> Venta Bajo Receta > Sistema Digestivo y Metabolismo >,acondicionador,estandar,general,https://www.farmacity.com/valcatil-complex-aminoacidos-asoc-acondicionador-x-300-ml/p
Farmacity,232898,232898,Dermo Acondicionador Head & Shoulders Revitalización x 300 ml,Head and Shoulders,7264.0,11175.0,True,300.0,24.2133,> Cuidado Capilar > Shampoo Y Acondicionador >,acondicionador,estandar,general,https://www.farmacity.com/acondicionador-head-shoulders-argan-x-300-ml/p
Farmacity,249634,249634,Combo Vichy Dercos Acondicionador Anti-Caída Apres Energy x 2 un,Vichy,117726.0,117726.0,True,,,> Dermocosmética > Pelo > Shampoos y Acondicionadores >,acondicionador,estandar,general,https://www.farmacity.com/combo-vichy-dercos-acondicionador-anti-caida-apres-energy-x-2-un/p
Farmacity,244681,244681,"Kit Rutina Fructis Probióticos Fuerza: Shampoo, Acondicionador y Crema Para Peinar",Fructis,16429.0,23470.0,True,,,> Cuidado Capilar > Shampoo Y Acondicionador >,acondicionador,profesional,general,https://www.farmacity.com/kit-rutina-fructis-probioticos-fuerza-shampoo-acondicionador-y-crema-para-peinar/p
Farmacity,241696,241696,Kit Dove Bond Intense Repair Shampoo + Acondicionador + Máscara de Tratamiento,Dove,18120.0,36240.0,True,,,> Cuidado Capilar > Shampoo Y Acondicionador >,acondicionador,profesional,general,https://www.farmacity.com/combo-dove-bond-intense-repair-shampoo-x-400-ml-acondicionador-x-250-ml-mascara-de-tratamiento-x-250-g/p
Farmacity,234282,234282,Shampoo Pantene Pro-V Miracles Hidrata y Fortalece x 400 ml,Pantene,6137.0,10228.0,True,400.0,15.3425,> Cuidado Capilar > Shampoo Y Acondicionador >,shampoo,profesional,seco_danado,https://www.farmacity.com/shampoo-pantene-pro-v-miracles-hidrata-y-fortalece-x-400-ml/p
Farmacity,214555,214555,Máscara Vichy Dercos Kera Solutions x 200 ml,Vichy,66477.0,66477.0,True,200.0,332.385,> Dermocosmética > Pelo > Bálsamos y Tratamientos >,shampoo,estandar,general,https://www.farmacity.com/mascara-vichy-dercos-kera-solutions-x-250-ml/p
Farmacity,204156,200273,Bálsamo Reconstituyente Vichy Dercos Densi Solutions x 150 ml,Vichy,64802.0,64802.0,True,150.0,432.0133,> Dermocosmética > Pelo > Bálsamos y Tratamientos >,shampoo,estandar,general,https://www.farmacity.com/dercos-densi-solutions-balsamo-densificador-reconstituyent/p
Farmacity,9587,158662,Shampoo Elvive Óleo Extraordinario Rizos x 400 ml,Elvive,6714.0,11190.0,True,400.0,16.785,> Cuidado Capilar > Shampoo Y Acondicionador >,shampoo,profesional,rizado,https://www.farmacity.com/shampoo-oleo-extraordinario-rizos-x-400-ml/p
Farmacity,230003,230003,Shampoo Biferdil Anti Naranja x 295 ml,Biferdil,13068.0,13068.0,True,295.0,44.2983,> Cuidado Capilar > Shampoo Y Acondicionador >,shampoo,estandar,general,https://www.farmacity.com/shampoo-biferdil-anti-naranja-x-295-ml/p
Farmacity,236057,236057,Shampoo Biferdil Óleo de Argán x 200 ml,Biferdil,14256.0,14256.0,True,200.0,71.28,> Cuidado Capilar > Shampoo Y Acondicionador >,shampoo,estandar,general,https://www.farmacity.com/shampoo-biferdil-oleo-de-argan-x-200-ml/p
Farmacity,225992,225992,Shampoo Alta Moda Hydra Save x 300 ml,Alta Moda,5692.0,5692.0,True,300.0,18.9733,> Cuidado Capilar > Shampoo Y Acondicionador >,shampoo,estandar,general,https://www.farmacity.com/shampoo-alta-moda-e-hydra-nutri-x-300-g/p
Farmacity,239940,239940,Shampoo Pantene Keratina x 700 ml,Pantene,15128.0,15128.0,True,700.0,21.6114,> Cuidado Capilar > Shampoo Y Acondicionador >,shampoo,estandar,tratado,https://www.farmacity.com/shampoo-pantene-keratina-x-700-ml/p
Farmacity,241716,241716,Kit Capilar Dove Regeneración Extrema,Dove,15984.0,29062.0,True,,,> Cuidado Capilar > Shampoo Y Acondicionador >,tratamiento,estandar,general,https://www.farmacity.com/combo-capilar-dove-regeneracion-extrema/p
Farmacity,246664,246664,Shampoo Pantene Bamboo x 200 ml,Pantene,3808.0,6347.0,True,200.0,19.04,> Cuidado Capilar > Shampoo Y Acondicionador >,shampoo,estandar,general,https://www.farmacity.com/shampoo-pantene-bamboo-x-200-ml/p
Farmacity,244544,244544,Shampoo Pantene Keratina x 300 ml,Pantene,6032.0,10054.0,True,300.0,20.1067,> Cuidado Capilar > Shampoo Y Acondicionador >,shampoo,estandar,tratado,https://www.farmacity.com/shampoo-pantene-keratina-x-300-ml/p
Farmacity,230217,230217,Crema para Peinar Pantene Colágeno Nutre & Revitaliza x 300 ml,Pantene,9024.0,9024.0,True,300.0,30.08,> Cuidado Capilar > Modelado Y Peinado >,shampoo,estandar,general,https://www.farmacity.com/crema-para-peinar-pantene-colageno-x-300-ml/p
Farmacity,238887,238887,Shampoo Pantene Pro-V Miracles Revitalizacion x 750 ml,Pantene,16733.0,16733.0,True,750.0,22.3107,> Cuidado Capilar > Shampoo Y Acondicionador >,shampoo,profesional,general,https://www.farmacity.com/shampoo-pantene-pro-v-miracles-revitalizacion-x-750-ml/p
Farmacity,242679,242679,Shampoo Fructis Goodbye Daños x 350 ml,Fructis,7990.0,7990.0,True,350.0,22.8286,> Cuidado Capilar > Shampoo Y Acondicionador >,shampoo,estandar,general,https://www.farmacity.com/shampoo-fructis-goodbye-danos-x-350-ml/p
Farmacity,234032,234032,Mousse Capilar Roby x 190 ml,Roby,8108.0,10135.0,True,190.0,42.6737,> Cuidado Capilar > Modelado Y Peinado >,shampoo,estandar,general,https://www.farmacity.com/mousse-capilar-roby-x-190-ml/p
Farmacity,250351,250351,Shampoo Elvive Collagen Lifter x 750 ml,Elvive,19990.0,19990.0,True,750.0,26.6533,> Cuidado Capilar > Shampoo Y Acondicionador >,shampoo,profesional,general,https://www.farmacity.com/shampoo-elvive-colageno-lifter-x-750-ml/p
Farmacity,246636,246636,Shampoo Herbal Essences Rosemary x 400 ml,Herbal Essences,10574.0,16267.0,True,400.0,26.435,> Cuidado Capilar > Shampoo Y Acondicionador >,shampoo,estandar,general,https://www.farmacity.com/shampoo-herbal-essences-rosemary-x-400-ml/p
Farmacity,246853,246853,Shampoo Capilatis Matizador Pure Silver x 350 ml,Capilatis,15700.0,15700.0,True,350.0,44.8571,> Cuidado Capilar > Shampoo Y Acondicionador >,shampoo,estandar,general,https://www.farmacity.com/shampoo-capilatis-matizador-pure-silver-x-350-ml/p
Farmacity,250188,250188,Shampoo La Puissance Nutrition x 300 ml,La Puissance,20300.0,20300.0,True,300.0,67.6667,> Cuidado Capilar > Shampoo Y Acondicionador >,shampoo,estandar,general,https://www.farmacity.com/shampoo-la-puissance-nutrition-x-300-ml/p
Farmacity,239941,239941,Shampoo Pantene Keratina x 400 ml,Pantene,9247.0,9247.0,True,400.0,23.1175,> Cuidado Capilar > Shampoo Y Acondicionador >,shampoo,estandar,tratado,https://www.farmacity.com/shampoo-pantene-keratina-x-400-ml/p
Farmacity,204408,204408,Shampoo para Niños Johnson's Hidratación Intensa x 400 ml,Johnson's,7169.0,10242.0,True,400.0,17.9225,> Bebés > Higiene del Bebé > Baño Del Bebé >,shampoo,estandar,seco_danado,https://www.farmacity.com/shampoo-johnsons-baby-hidratacion-intensa-x-400-ml/p
Farmacity,246643,246643,Shampoo Herbal Essences Rosa Mosqueta x 240 ml,Herbal Essences,8262.0,12711.0,True,240.0,34.425,> Cuidado Capilar > Shampoo Y Acondicionador >,shampoo,estandar,general,https://www.farmacity.com/shampoo-herbal-essences-rosa-mosqueta-x-240-ml/p
Farmacity,7844,152461,Shampoo para Niños Johnson's Gotas de Brillo x 200 ml,Johnson's,4619.0,6599.0,True,200.0,23.095,> Bebés > Higiene del Bebé > Baño Del Bebé >,shampoo,estandar,bebe,https://www.farmacity.com/shampoo-gotas-de-brillo-x-200-ml/p
Farmacity,7826,152462,Shampoo para Niños Johnson's Gotas de Brillo x 400 ml,Johnson's,7169.0,10242.0,True,400.0,17.9225,> Bebés > Higiene del Bebé > Baño Del Bebé >,shampoo,estandar,bebe,https://www.farmacity.com/shampoo-gotas-de-brillo-x-400-ml/p
Farmacity,560,45401,Shampoo para Bebé Johnson's Original x 400 ml,Johnson's,8331.0,11902.0,True,400.0,20.8275,> Bebés > Higiene del Bebé > Baño Del Bebé >,shampoo,estandar,bebe,https://www.farmacity.com/shampoo-con-ph-balanceado-suave-para-ojos-y-cabello-x-400-ml/p
Farmacity,241,12715,Shampoo para Bebé Johnson's Original x 200 ml,Johnson's,5018.0,7168.0,True,200.0,25.09,> Bebés > Higiene del Bebé > Baño Del Bebé >,shampoo,estandar,bebe,https://www.farmacity.com/shampoo-con-ph-balanceado-suave-para-ojos-y-cabello-x-200-ml/p
