fuente,producto_id,sku_id,nombre,marca,precio_ars,precio_lista,disponible,volumen_ml,precio_por_ml,categoria_raw,tipo_producto,linea_tipo,tipo_cabello,url
Jumbo,7736,5060,Pantene Shampoo Control Caida 750ml,PANTENE,74.37,6146.0,False,750.0,0.0992,> Perfumería > Cuidado Capilar > Shampoo >,shampoo,estandar,general,https://www.jumbo.com.ar/shampoo-pantene-7/p
Jumbo,7689,5015,Shampoo Elvive Rt Extreme 400ml,ELVIVE,470.17,38857.0,False,400.0,1.1754,> Perfumería > Cuidado Capilar > Shampoo >,shampoo,profesional,general,https://www.jumbo.com.ar/shampoo-elvive-rt-extreme-400ml/p
Jumbo,7686,5012,Shampoo Elvive Rt Extreme 750ml,ELVIVE,745.65,61624.0,False,750.0,0.9942,> Perfumería > Cuidado Capilar > Shampoo >,shampoo,profesional,general,https://www.jumbo.com.ar/shampoo-elvive-rt-extreme-750ml/p
Jumbo,5941,3330,Shampoo Engrosador 410 Ml Capilatis,CAPILATIS,9250.0,764463.0,False,410.0,22.561,> Perfumería > Cuidado Capilar > Shampoo >,shampoo,estandar,general,https://www.jumbo.com.ar/shampoo-capilatis-engrosador-410-ml/p
Jumbo,4496,26235,Shampoo Babelito Manzana 200 Ml,BABELITO,58.19,58.19,False,200.0,0.2909,> Mundo Bebe > Higiene para el Bebe > Higiene del Bebé >,shampoo,estandar,general,https://www.jumbo.com.ar/shampoo-babelito/p
Jumbo,3087947,3087175,Shampoo Elvive Lifter Colageno 750ml,ELVIVE,21000.0,1735537.0,False,750.0,28.0,> Perfumería > Cuidado Capilar > Shampoo >,shampoo,profesional,general,https://www.jumbo.com.ar/shampoo-elvive-lifter-colageno-750ml/p
Jumbo,1360436,1360021,Shampoo Pantene Keratina 400 Ml,PANTENE,10000.0,826446.0,False,400.0,25.0,> Perfumería > Cuidado Capilar > Shampoo >,shampoo,estandar,tratado,https://www.jumbo.com.ar/shampoo-pantene-keratina-400-ml/p
Jumbo,412040,407755,Shampoo Fuerza 1000 Ml Plusbelle,PLUSBELLE,5600.0,462810.0,False,1000.0,5.6,> Perfumería > Cuidado Capilar > Shampoo >,shampoo,estandar,general,https://www.jumbo.com.ar/shampoo-antioxidante-1000-ml-plusbelle/p
Jumbo,411477,407295,Shampoo Capilatis Manzanilla 420 Ml,CAPILATIS,8809.47,728055.0,False,420.0,20.9749,> Perfumería > Cuidado Capilar > Shampoo >,shampoo,estandar,general,https://www.jumbo.com.ar/shampoo-capilatis-manzanilla-420-ml/p
Jumbo,411250,407090,Shampoo Dove Brillo 400 Ml,DOVE,9605.87,793874.0,False,400.0,24.0147,> Perfumería > Cuidado Capilar > Shampoo >,shampoo,estandar,general,https://www.jumbo.com.ar/shampoo-dove-brillo-400-ml/p
